canonical_fix_id,row_id,origin,subsystem,severity_final,final_verdict,resolution_mode,target_wave,release_relevance,status,notes
ISSUE-00061,ISSUE-00061,existing,agent,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"A real Anthropic agent run still fails after a successful skill invocation, but the current contradiction is no longer a success-text/failed-status mismatch. The run called skill_run on shell-skill-current-datetime and the tool itself completed with JSON output {currentDateTime:...}. Runtime artifact collection records skill_run artifacts as {type:""skill"",skillId} with no manifest path, and the self-test service classifies that as skill_manifest then fails with ""No file path for skill manifest artifact"". The final run is therefore persisted as failed with responseText=""Validation criteria not met"" after the tool already succeeded."
ISSUE-00062,ISSUE-00062,existing,ledger,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Current observability audit list still omits hash-chain fields, while detail responses expose previousHash, integrityHash, and chainValid. There is still no dedicated bulk verify endpoint: GET /v1/observability/audit/verify falls through to the detail route and returns OBS_AUDIT_ENTRY_NOT_FOUND for entryId=verify. Corrected statement: reviewers can still only inspect chain fields entry-by-entry; the missing bulk-verify surface remains, but the current live symptom is a path collision rather than a plain route-not-found."
ISSUE-00063,ISSUE-00063,existing,deeplink,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Current deeplink preview route still accepts only body.uri or body.payload, not body.url, and URI parsing still treats the host segment after friday:// as the resourceType. Live preview still returns Either 'uri' or 'payload' must be provided for body.url, and friday://apply?... still fails as Unknown resource type: apply."
ISSUE-00064,ISSUE-00064,existing,architecture,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"A fresh architecture-boundary run still exits failed with exactly the same provider-layer escape class the finding described. Current output shows two relative-escape violations from `src/providers` into autonomy (`src/providers/persistence/friday-provider-profile-repository.ts` and `src/providers/model/friday-provider.types.ts`), so the provider layer still cannot stand alone under the repo's own boundary gate."
ISSUE-00065,ISSUE-00065,existing,api/http/security,P1,confirmed_exact,code_change,phase3d-api-security-family,yes,verified_main_runtime,"Public /v1/health now exposes only liveness fields (status/version/uptime). Full capability disclosure moved behind authenticated GET /v1/health/capabilities, and main-runtime rerun shows unauthenticated callers receive no capabilities on /v1/health plus 401 UNAUTHORIZED on /v1/health/capabilities while authenticated callers still receive the full capability map."
ISSUE-00066,ISSUE-00066,existing,sessions,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The agent-run session leak still reproduces exactly on current code. Source confirms agent runtime defaults to sessionKey=`agent:run:${runId}`, mirrors assistant output into that session, and only updates run phase on `agent.run.completed`; session lifecycle code still supports only active/idle/archived/pruned transitions via explicit archive/reset or periodic sweep, with no completion-state close path. Fresh main-runtime Anthropic run 35507f0e-8e59-46aa-ad30-fde493b76f6e completed successfully on provider d019c059-90e3-4c7d-b21e-cdf621f86d91 / claude-sonnet-4-20250514, but active session count still increased 2→3, total sessions 110→111, and the new session row agent:run:35507f0e-8e59-46aa-ad30-fde493b76f6e remained `status=active` with no idle_at/archived_at after run completion."
ISSUE-00067,ISSUE-00067,existing,observability/traces,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current main-runtime `GET /v1/observability/traces/7f088b5946ef6303543a0de0d01c94dc` still returns an error trace whose only span has `statusMessage: ""a8d996c69e193850""` with empty `attributes` and `events`. The live trace remains operator-opaque in exactly the way the original finding described."
ISSUE-00068,ISSUE-00068,existing,api/http/security,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The header defect still exists on current code, but the mechanism is narrower than the original statement. Main-runtime POST /v1/memory/items succeeded twice and both 200 responses carried X-RateLimit-Limit: 0 and X-RateLimit-Remaining: 0. Source root cause is that the auth middleware enforces route rateLimitPolicyId=""memory.write"", but FridayRateLimitService.DEFAULT_POLICIES omits memory.write, so increment() falls back to limit=0, remaining=0, resetAt=now for that policy id. auth/me, a route without rateLimitPolicyId, returned no X-RateLimit-* headers in the same batch."
ISSUE-00069,ISSUE-00069,existing,api/http/body-limit,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Current main-runtime oversized JSON POST to /v1/memory/items still reproduces the original curl pseudo-status defect. With Expect: 100-continue and a 1,055,135-byte body, curl received only HTTP/1.1 100 Continue, uploaded the full body, then got Empty reply from server and reported status 100. A 158-byte control request to the same route returned 200, and SQLite contained only the control row afterward with no row for the oversized namespace. Source still destroys req as soon as totalBytes exceeds the body limit, so the later 413 catch path never reaches the client on this path."
ISSUE-00070,ISSUE-00070,existing,rules,P1,confirmed_but_statement_drifted,code_change,phase3a-workflow-family,yes,verified_main_runtime,"Verified after remediation: POST /v1/rules/evaluate with bundleId=missing-bundle-issue-00070 now fails closed with 404 RULES_BUNDLE_NOT_FOUND instead of returning allow/matchedRules=[]. A same-run control bundle still evaluates successfully with decision=allow, and state evidence shows only the real created bundle row persisted while rule_evaluation_log increased by one from the valid control evaluation."
ISSUE-00013,ISSUE-00071,existing,mcp,P2,duplicate_or_merged,merge_only,phase6-duplicate-regression,no,queued,"Merged into ISSUE-00013. Both rows target the same conditional /v1/mcp JSON-RPC surface. Current evidence shows a drifted split outcome: 404 on the main runtime, 401 on the isolated runtime with the MCP capability gate enabled."
ISSUE-00036,ISSUE-00072,existing,jobs,P2,duplicate_or_merged,merge_only,phase6-duplicate-regression,no,queued,Duplicate of ISSUE-00036. The current source/runtime truth is the same: there is still no /v1/jobs route and GET /v1/jobs still returns 404 NOT_FOUND. Keeping ISSUE-00036 as the canonical row for the missing jobs HTTP surface.
ISSUE-00073,ISSUE-00073,existing,scheduled-tasks,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The scheduled-tasks HTTP surface is still absent on current code. `GET /v1/scheduled-tasks` returned 404 `No route matches GET /v1/scheduled-tasks`, and a fresh route search under `src/api/http/routes` / `src/api/runtime` still found zero `scheduled-tasks` route registrations."
ISSUE-00074,ISSUE-00074,existing,discovery/privacy,P1,not_reproducible_current_code,regression_guard,phase3z-p1-other,yes,verified_targeted_tests,"Current code no longer matches the original any-bearer-token claim. The discovery surface still exposes installed-app inventory details, but every inventory-bearing route is gated by desktop.read, the policy read route is further limited to admin/operator roles, and targeted route coverage now locks those auth contracts in place."
ISSUE-00075,ISSUE-00075,existing,learning/privacy,P1,not_reproducible_current_code,regression_guard,phase3e-learning-observability-family,yes,verified_targeted_tests,"Current code no longer matches the original no-scope-gate claim. The learned-facts surface still exposes user-facing inferences, but the list/clear/delete routes are all gated by agent.run, and targeted route coverage now locks that scope requirement in place."
ISSUE-00076,ISSUE-00076,existing,config,P3,confirmed_exact,code_change,phase4-design-density,no,queued,Current `GET /v1/config` still exposes an absolute `configPath` containing the full local username/worktree/state-dir path (`/Users/jarvis/Projects/Friday/.claude/worktrees/friday-full-audit-20260418T0552Z/.tmp/friday-full-audit-state/config.json5`) together with `exists:false`. The path-disclosure behavior is unchanged on the main runtime.
ISSUE-00174,ISSUE-00077,existing,satellites,P2,duplicate_or_merged,merge_only,phase6-duplicate-regression,no,queued,"Current invalid-body behavior matches ISSUE-00174 exactly, so this row is merged there. The register route still returns a plain {error:{...}} object on missing required fields, and the HTTP envelope still serializes that as 200 OK with {ok:true,data:{error:{code:""VALIDATION_FAILED"",message:""type, displayName, publicKey are required""}}}. | merged_into=ISSUE-00174"
ISSUE-00037,ISSUE-00078,existing,packaging,P2,duplicate_or_merged,merge_only,phase6-duplicate-regression,no,queued,"Merged into ISSUE-00037. Both rows target the same optional /v1/packages surface. Current truth is split by startup context: 404 on the main runtime, 401 on the isolated repo-root runtime with FRIDAY_PACKAGING_ENABLED=true loaded from .env."
ISSUE-00079,ISSUE-00079,existing,workflows/runs,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Current workflow-run routes still define POST /v1/workflow-runs plus per-run GETs, but no collection GET /v1/workflow-runs route. Live main runtime still returns 404 for GET list while POST empty body hits the mounted create route and returns workflowId validation."
ISSUE-00080,ISSUE-00080,existing,uix/home,P2,partially_confirmed_scope_limited,code_change,phase4-design-density,no,queued,"The current `/v1/uix/home-snapshot` contract is still a single unpaginated GET with no route-level selectors, and the response still embeds full run records under `data.snapshot.runs`. But the old worst-case size statement drifted: the current main-runtime payload was 55,106 bytes, contained recent run objects, and did not reproduce the old 1.3MB + diagnostics blow-up. A narrower “full run records returned without pagination/field selection” issue remains true."
ISSUE-00081,ISSUE-00081,existing,observability/sse,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Current /v1/system/events output still exposes internal transport and infrastructure labels. Live main-runtime list and SSE replay both returned remoteMode=trusted_private_network, cloudPlanningMode=opt_in, companionId=friday-system-companion, transportMode=unix_socket, and reasons=[desktop_session_unavailable]."
ISSUE-00082,ISSUE-00082,existing,api/http/idempotency,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current main-runtime POST /v1/memory/items still ignores the idempotency-key header. Two POSTs with identical body and identical idempotency-key created distinct items (6e9dd4e3-b83e-4f36-9e1b-c32aa22937b6 and 0b7929b7-a521-429d-848c-ff6019bcb45f) under the same tenant-rewritten namespace, and SQLite stored both rows separately before cleanup. Source shows the route never reads request headers and friday-memory-service generates id/key from deps.idGenerator() when metadata.key is absent, so the header cannot influence persistence."
ISSUE-00083,ISSUE-00083,existing,observability/alert-rules,P1,confirmed_but_statement_drifted,code_change,phase3a-workflow-family,yes,verified_main_runtime,"Current valid-schema alert-rule create now succeeds (200), while the stale invalid payload path no longer misclassifies as 500; it returns 422 VALIDATION_ERROR with the original message. Main-runtime rerun proved create/delete cleanup returns the list to baseline."
ISSUE-00056,ISSUE-00084,existing,heartbeat,P1,duplicate_or_merged,merge_only,phase6-duplicate-regression,yes,verified_main_runtime,Canonical ISSUE-00056 rerun now shows heartbeat status and trigger both working on main runtime with persisted heartbeat rows. Duplicate regression satisfied by the shared heartbeat-main-rerun-current evidence set.
ISSUE-00085,ISSUE-00085,existing,learning,P1,confirmed_exact,code_change,phase3e-learning-observability-family,yes,verified_targeted_tests,"Closed via targeted route verification. Friday now exposes `/v1/learning/incidents`, `/v1/learning/incidents/:incidentId`, `/v1/learning/incidents/:incidentId/diagnosis`, and `/v1/learning/overview` as canonical learning read surfaces backed by the existing diagnosis handlers, and the route unit test plus contract snapshot both passed (2 files / 14 tests observed, no type errors)."
ISSUE-00086,ISSUE-00086,existing,privacy/gdpr,P1,not_reproducible_current_code,regression_guard,phase3z-p1-other,yes,verified_targeted_tests,"Current code no longer matches the original claim. The learned-facts HTTP surface now includes DELETE /v1/uix/learned-facts and DELETE /v1/uix/learned-facts/:factKey behind the same agent.run scope gate as the list route, the route contract snapshot documents both operations, and targeted route coverage proves the handlers call clearLearnedFacts/deleteLearnedFact instead of leaving deletion unwired."
ISSUE-00087,ISSUE-00087,existing,observability/sse,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Last-Event-ID is still ignored by /v1/system/events, but the current route does support replay cursors through the nonstandard afterSeq query parameter. On the live main runtime, Last-Event-ID: 2 replayed seq 1-5, while afterSeq=2 started replay at seq 3. Corrected statement: SSE reconnection remains noncompliant with the header-based spec, but there is now a working query-param alternative."
ISSUE-00088,ISSUE-00088,existing,cli/help,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The 66-line root help still omits both auth and tui, but the current code path drifted from the original explanation. auth remains a parsed and dispatched command, so its omission from friday --help is exact; tui still has a switch branch, but parseArgs.validCommands does not include tui, so friday tui --help falls back to the root help instead of reaching a live tui subcommand help surface. The current defect is root-help drift plus an additional parser/dispatcher mismatch for tui, not two equally live omitted subcommands."
ISSUE-00049,ISSUE-00089,existing,cli/phases,P3,duplicate_or_merged,merge_only,phase6-duplicate-regression,no,queued,Merged into ISSUE-00049. Both rows describe the same current defect: friday phases status ignores its <phase-id> argument and prints the same 7-line full phase list as friday phases list.
ISSUE-00090,ISSUE-00090,existing,cli/help,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Per-subcommand auth help still does not exist. printUsage(command===""auth"") emits a single shared auth usage block with no branch on login/status/setup-token/paste-token/attach-cli, and live friday auth login --help, friday auth status --help, and friday auth setup-token --help all printed the same 7-line top-level auth usage verbatim. Users still cannot discover per-subcommand flags from help alone."
ISSUE-00091,ISSUE-00091,existing,cli/boot,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"`friday converters` still boots a full embedded hub before printing the converter table. The live run emitted hub bootstrap logs (`Deterministic pipeline mode`, runtime banners, `✓ Friday is running`, `Providers: 1`, `Channels: 0`, `Skills: 61`) and only then listed converters, so the read-only command still pays full boot cost."
ISSUE-00092,ISSUE-00092,existing,cli/daemon,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"With a clean temporary `FRIDAY_STATE_DIR` and no daemon running, `friday daemon status` still prints an internal ENOENT line for the missing pid file before `Friday daemon: stopped`. The stopped-path warning leak reproduces exactly on current code."
ISSUE-00093,ISSUE-00093,existing,ui/routing,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Unknown-route pushState still silently rewrites users onto an unrelated surface, but the current destination is consistently /home rather than the older mixed /home-or-/chat behavior. Source shows the router catch-all uses <Navigate to=""/"" replace />, after which DefaultEntryRedirect chooses the entry surface. Real Playwright pushState probes from a live authenticated session pushed /industry-tasks, /skills-hub, /queue, /auth, and /persona; each path silently resolved to /home with no 404 UI or redirect explanation. /marketplace is now a separate explicit feature-gate redirect to /assistant, so it no longer belongs in the unknown-route subset."
ISSUE-00094,ISSUE-00094,existing,ui/observability,P2,confirmed_exact,code_change,phase4-design-density,no,queued,observability-page still prefers record.action.summary.title and then incident.summary.rootCauseSummary directly; current live incident cards and trace rows therefore expose raw hashes such as a8d996c69e193850 and fcf896687ec6b0a4.
ISSUE-00095,ISSUE-00095,existing,ui/settings,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"DiscoveryPanel fetches the full /v1/discovery/programs response and renders every grouped ProgramCard directly; there is no filter, limit, pagination, or collapse state in the component. The live main runtime still exposes a catalog of 243 programs including noisy binaries such as missing_codec_desc and uncoded_frame."
ISSUE-00096,ISSUE-00096,existing,discovery/catalog,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Discovery catalog misclassification still exists, but the exact examples drifted. Current `GET /v1/discovery/catalog` returns the cached raw catalog unchanged, and the live catalog still misclassifies internal CLI binaries such as `aarch64-apple-darwin24-gfortran-15` as `browser` plus ffmpeg internals `missing_codec_desc` / `uncoded_frame` as `editor`. Some older examples moved (`aviocat` and `bird` are now `development`), so the core classification problem remains with different concrete rows."
ISSUE-00097,ISSUE-00097,existing,ui/auth,P2,not_reproducible_current_code,regression_guard,phase5-regression-guards,no,queued,"AuthProvider now probes /v1/health and performs local login automatically whenever allowLocalBypassLogin or allowPasswordlessLocalLogin is true; the current main-runtime health advertises both flags as true, and live browser traffic shows POST /v1/auth/login 200 before GET /v1/packs/cross-border/snapshot 200."
ISSUE-00181,ISSUE-00098,existing,workflows,P2,duplicate_or_merged,merge_only,phase6-duplicate-regression,no,queued,"Current fresh legacy-shape repro hits the same visualization 500 path, but ISSUE-00181 is the stronger systemic row because it proves the write-vs-read contract mismatch end-to-end. Merge into ISSUE-00181."
ISSUE-00099,ISSUE-00099,existing,ui/memory,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"MemoryPage still calls memoryApi.listItems({limit:200}) and renders that API response directly, while the underlying DB contains numerous agent-run namespaces that are absent from the HTTP response shown in the page."
ISSUE-00100,ISSUE-00100,existing,skills/generator,P1,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"Skill-generator session identity was accepting body.userId verbatim. It is now fixed in source and revalidated in main runtime: conflicting userId returns 400 VALIDATION_ERROR with no new session row, and successful start/get persistence keeps session.userId and tenantContext.userId aligned to principal admin-001."
ISSUE-00101,ISSUE-00101,existing,workflows,P1,confirmed_exact,code_change,phase3a-workflow-family,yes,verified_main_runtime,Verified after remediation: POST /v1/workflows with a compiled graph containing node.type='start' now fails at create time with 400 WORKFLOW_UNSUPPORTED_NODE_TYPE instead of persisting and failing later in node runner. The main-runtime workflow normalization cluster rerun captured the exact 400 response and no workflow/run side effects for the invalid compiled graph.
ISSUE-00102,ISSUE-00102,existing,workflows,P1,not_reproducible_current_code,regression_guard,phase5-regression-guards,yes,verified_targeted_tests,"Current targeted regression coverage now closes the residual intake-error leak: unexpected onRunIntake exceptions are reduced to WORKFLOW_INTAKE_FAILED with the safe summary ""Workflow intake failed before execution."" before workflow.pipeline.intake.error is published, so raw JS TypeError text such as actionType/args details cannot surface in the workflow timeline."
ISSUE-00103,ISSUE-00103,existing,api/http/rate-limit,P1,confirmed_exact,code_change,phase3d-api-security-family,yes,verified_main_runtime,"Default policy coverage is fixed and revalidated with real Anthropic traffic. The current isolated gated rerun sent 15 concurrent POST /v1/agent/runs requests and now split cleanly into 10 HTTP 200 accepts plus 5 HTTP 429 rate-limit responses, while SQLite api_rate_limit_counters recorded bucket_key=agent.run:admin-001 with hit_count=10 instead of zero rows."
ISSUE-00104,ISSUE-00104,existing,learning/diagnosis,P1,confirmed_exact,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"Diagnosis/learning incident classification was misusing success prose as failure text. It is now fixed in source and revalidated in main runtime: delegated failure paths prefer stored child errorMessage, the learning bridge emits canonical message fields, extraction accepts legacy errorMessage, and a real completed agent run now produces zero agent.run.failed audit events and zero error_incidents rows for that runId."
ISSUE-00105,ISSUE-00105,existing,fleet,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The original false-green sample no longer matches current main-runtime truth, but the underlying wiring gap remains. Current source shows fleet overview computes health exclusively from per-satellite heartbeat/resource/queue/per-satellite-node-failure inputs and never feeds workflows.activeRuns/completed1h/failed1h into the health score or reasons. Fresh main-runtime GET /v1/fleet/overview now returns workflows.failed1h=2 together with health.score=65 and state=degraded, while DB state shows 3 satellites, 0 heartbeats, and 580 failed workflow_run_nodes in the last hour. Corrected statement: the workflow counters still appear in the same payload but remain informational sideband fields; the current degraded score is driven by satellite/offline + node-failure inputs, not by the global workflow-run counters themselves."
ISSUE-00106,ISSUE-00106,existing,observability,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"The omission bug still reproduces exactly. Current source in hub bootstrap registers only six health checks (api-runtime, learning-runtime, assistant-surface, skill-generator, workflow-pipeline, desktop-system), and the health manager message is derived purely from the registered component count. Fresh main-runtime GET /v1/observability/overview still returns health.status=healthy, message=""All 6 components healthy"", and a six-item component list, while separate code paths remain outside this health view: heartbeat is only exposed through /v1/heartbeat/status wiring, and there are still no additional health-check registrations for channels, MCP, jobs, or learning-http surfaces."
ISSUE-00107,ISSUE-00107,existing,observability/metrics,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The observability collector still has a real workflow blind spot, but the agent-side statement needs narrowing. `friday.workflows.runs.started.total` is declared and exposed yet has no increment site anywhere in current source, so real main-runtime metrics still reported `0` even though live workflow failure evidence and persisted `workflow_runs` rows exist. `friday.agent_loop.runs.total` is not a generic `/v1/agent/runs` counter: it only increments inside `recordAgentLoopEvent`, which is called from the self-healing agent-loop service. Real metrics simultaneously showed non-zero generator and learning counters, proving the collector itself works while the workflow counter remains unwired and the agent-loop label is easy to misread."
ISSUE-00108,ISSUE-00108,existing,workflows,P2,confirmed_exact,code_change,phase4-design-density,no,queued,Current workflow routes still expose publish/version operations under /v1/workflows/:workflowId but do not define /run or /invoke entrypoints; the only start surface is POST /v1/workflow-runs. Live main runtime still returns 404 NOT_FOUND for both direct /run and /invoke routes.
ISSUE-00109,ISSUE-00109,existing,approvals,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current main-runtime GET /v1/approvals/pending still returns 404 WORKFLOW_APPROVAL_NOT_FOUND with message Approval request not found. Current runtime source registers list at /v1/approvals and also registers /v1/approvals/:approvalId, but there is no dedicated /v1/approvals/pending route. The literal pending segment is therefore routed as approvalId and hits the getById() miss path."
ISSUE-00110,ISSUE-00110,existing,workflows/runs,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Current main-runtime POST /v1/workflow-runs/:runId/retry still returns a run with status=running while finishedAt remains the pre-retry terminal timestamp. Real retry of run 589fdd5a-8aef-4cd0-94b5-b94fd3855ea7 returned status=running with finishedAt=2026-04-18T07:53:07.041Z exactly as originally reported. Source root cause is unchanged: retryRun inserts retry attempts and calls runRepo.updateRunStatus(""running""), and updateRunStatus does not clear finished_at. SQLite had already finalized the run again by the time the immediate post-response DB query landed, so the stale finishedAt inconsistency is a response-level truth rather than a long-lived persisted state."
ISSUE-00111,ISSUE-00111,existing,learning/patterns,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"Current demotion still sets `demoted=true` and stores a demotion fact, but it does not lower the pattern confidence returned to callers. Real main-runtime demotion of `pat_temporal_oatmk0` set `demotionFactor=0.5` while confidence stayed `0.85` before and after. Current source reads `pattern_demotion:*` facts only to annotate `demoted` and `demotionFactor` on the overview record and returns `row.confidence` unchanged; the demotion key has no other consumer in the repo."
ISSUE-00040,ISSUE-00112,existing,observability/alert-rules,P1,duplicate_or_merged,merge_only,phase6-duplicate-regression,yes,verified_main_runtime,Canonical ISSUE-00040 rerun now returns 422 VALIDATION_ERROR instead of masked 500 for the minimal-body alert-rule repro. Merge regression satisfied by the shared main-runtime evidence set.
ISSUE-00113,ISSUE-00113,existing,ledger/audit-trail,P1,confirmed_but_statement_drifted,code_change,phase3b-memory-ledger-family,yes,verified_targeted_tests,"Closed via source + targeted SQLite verification. Observability audit entries and retention checkpoints now persist in `obs_audit_entries` / `obs_retention_checkpoints`, and the observability service now rehydrates `FridayAuditTrail` from SQLite on startup. Targeted vitest coverage passed for audit-trail recovery, repository persistence, and the migration chain (3 files / 55 tests, no type errors)."
ISSUE-00114,ISSUE-00114,existing,ledger/audit-trail,P1,confirmed_but_statement_drifted,code_change,phase3b-memory-ledger-family,yes,verified_targeted_tests,"Closed via targeted concurrency verification. `FridayAuditTrail` now serializes append and retention mutations through a shared queue, so concurrent appends preserve monotonic sequence numbers and previous-hash linkage instead of forking the chain before SHA-256 completes. Repository-backed restart tests and the shared targeted vitest suite passed (3 files / 55 tests, no type errors)."
ISSUE-00115,ISSUE-00115,existing,ledger,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current default HTTP surface still has no /v1/ledger routes. Fresh main-runtime probes returned 404 for both GET /v1/ledger and GET /v1/ledger/entries, and source route search found no /v1/ledger registrations under src."
ISSUE-00116,ISSUE-00116,existing,rules,P1,not_reproducible_current_code,regression_guard,phase5-regression-guards,yes,verified_targeted_tests,"Current code no longer reproduces the original silent default-allow rule creation claim. Source shows POST /v1/rules/bundles is now a bundle-create endpoint that requires a non-empty name before it calls deps.rules.createBundle. A fresh main-runtime POST using the original rule-like payload returned 400 VALIDATION_ERROR (""name is required and must be a non-empty string"") instead of silently storing an allow rule. A valid current bundle payload then created a bundle successfully. Targeted route regression coverage now fixes this contract in place by proving the legacy rule-shaped payload is rejected before createBundle is called."
ISSUE-00117,ISSUE-00117,existing,sessions/memory,P1,confirmed_but_statement_drifted,code_change,phase2-release-blockers,main-runtime-open-blocker,verified_main_runtime,"The original missing-route statement no longer matches current code. Main runtime now mounts `/v1/sessions/:sessionKey/memory/extract`, `/memory/remember`, and `/memory/extraction`, and a fresh live rerun confirmed all three routes plus real `session_messages` state transitions. That rerun surfaced a narrower new blocker, `CAND-20260419-012`, where `memory/remember` reprocessed already extracted messages; that blocker has now been fixed and revalidated with `memoryItemsDelta=0` for repeated remember on an already extracted message."
ISSUE-00118,ISSUE-00118,existing,sessions/fork,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The old `newChatId` contract has drifted, but the silent-ignore behavior remains. Current fork request types and validation no longer define `newChatId`; the handler now consumes only `taskId`, `inheritMessageCount`, and `forkFromMessageId`. Real main-runtime fork requests that included `newChatId=""audit-fork-child""` still returned a generated `subagent:...` key and persisted the child row with `chat_id=""audit-fork-20260419""`, silently ignoring the caller-supplied value."
ISSUE-00119,ISSUE-00119,existing,providers/oauth,P2,confirmed_exact,code_change,phase4-design-density,no,queued,"Current main-runtime POST /v1/auth/oauth/anthropic/initiate still ignores redirectUri. The request body included redirectUri=http://127.0.0.1:3141/oauth/callback against existing OAuth provider 1cc0acd2-fd7b-430d-8a09-0e64837e0443, and the returned authorizationUrl still encoded redirect_uri=https://console.anthropic.com/oauth/code/callback. Current request types and readOAuthSelectionInput() only accept providerId/kind/name/defaultModel, and initiateOAuthLogin delegates to the Anthropic adapter constant FRIDAY_ANTHROPIC_OAUTH_REDIRECT_URI."
ISSUE-00120,ISSUE-00120,existing,providers/create,P2,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The old credentialRef contract still fails on current main runtime, but the exact surface has drifted. POST /v1/providers with credentialRef:{kind:""env-ref"",envVar:""FRIDAY_ANTHROPIC_API_KEY""} returned 422 PROVIDER_AUTH_INVALID with validation.details.httpStatus=401, because the current HTTP request schema only accepts apiKey?: string and createProvider resolves credentials exclusively from input.apiKey. In the same batch, POST /v1/providers with apiKey:""$FRIDAY_ANTHROPIC_API_KEY"" created provider 5017c124-5794-466f-bec6-31a7d53924f4 with keySource.kind=env-ref and validation.status=ok, and DELETE /v1/providers/5017c124-5794-466f-bec6-31a7d53924f4 cleaned it up. Hub bootstrap uses the same $ENV_VAR string contract when auto-registering providers."
ISSUE-00121,ISSUE-00121,existing,workflow-builder,P3,confirmed_exact,code_change,phase4-design-density,no,queued,"Current instantiate route still validates workflowId and title one field at a time before creating the draft. Source in api-runtime throws workflowId is required, then title is required; live main runtime reproduces the same sequential 400 responses against builtin-blank."
ISSUE-00122,ISSUE-00122,existing,rules,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The bundle versions surface is still missing, but the current truth is worse than the original statement. Main-runtime GET /v1/rules/bundles/:bundleId/versions still returned 404 NOT_FOUND after a real bundle create that returned bundle.version=1. Current source shows the registered rules routes include no bundle-versions endpoint, and the live create path in friday-deterministic-pipeline-runtime writes rule_policy_bundles directly instead of the richer policy-bundle repository. State proof shows the created bundle row exists while rule_policy_bundle_versions stayed empty for that bundle id, so current bundle mutations have neither an exposed HTTP versions surface nor persisted bundle-version history on the live create path."
ISSUE-00123,ISSUE-00123,existing,sessions,P3,confirmed_but_statement_drifted,code_change,phase4-design-density,no,queued,"The key-vs-record divergence still exists, but it now appears even earlier than the original fork/merge wording implied. Current source shows createSession canonicalizes the key from channel/accountId/chatId and stores accountId=default when none is supplied, while route-level alignSessionWithPrincipalContext later mutates the session record to principal tenant/user context on POST /messages, POST /run, and memory-extraction surfaces without rewriting session_key. Fresh main-runtime repro created cli:default:audit-sessions-00123-20260419 with account_id=default/user_id=null, then the first authenticated POST /messages changed the row to account_id=admin-001/user_id=admin-001 while the key still contained default. Fork/merge deepens the drift: child fork subagent:cli:default:audit-sessions-00123-20260419:fork-audit-00123 kept account_id=default/user_id=null before and after merge, yet its memory_namespace had already resolved to tenant.admin-001.channel.cli.user.admin-001.shared and the"
ISSUE-00124,ISSUE-00124,existing,workflows/runtime,P1,partially_confirmed_scope_limited,code_change,phase3a-workflow-family,yes,verified_main_runtime,"The original ""failed node diagnostics are entirely blank"" statement remains drifted on current code: node-level failure text was already present, and the remaining gap was retry evidence classification/message loss. Current source now threads errorMessage through onRetryDecision into unifiedRetryBridge.evaluateRetry() and classifies NODE_EXECUTION_FAILED missing-skill failures as logic instead of unknown. Real main-runtime rerun 885335b8-a25e-430f-be95-aa1ec9ed39a7 produced workflow-run evidence with pipeline.retry.exhausted payload.category=logic plus retry.trace.errorMessage populated, and SQLite workflow_run_retry_traces persisted category=logic with the full missing-skill message."
