Task ID,Epic ID,Workstream Code,Workstream,Phase,Layer,Task Type,Title,Objective,Scope,Task Detail,Inputs,Outputs,Owner Role,Collaborators,Priority,Estimate (SP),Estimated Duration (Days),Dependencies,Acceptance Criteria,Test Plan,KPI/Success Metric,Primary Risk,Mitigation,Target Release,Status
FRI-PLAT-033,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-1 Foundations (Weeks 1-4),Platform,API and SDK Contract,Failure Taxonomy and Retry Engine — API and SDK Contract,Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting",Define external/internal APIs and SDK methods including error model and idempotency keys.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",Backend Engineer (API),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-032,OpenAPI/TS types generated; standardized error codes and retry hints present.,Contract tests and SDK compile checks pass in CI.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,Inconsistent API behavior across modules.,Contract-first generation + shared validator middleware.,2026-Q2,Planned
FRI-PLAT-034,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-2 Runtime Hardening (Weeks 5-8),Platform,Core Runtime Implementation,Failure Taxonomy and Retry Engine — Core Runtime Implementation,Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting",Build core runtime logic and integration with existing Friday modules.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",Backend Engineer (Runtime),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,8,4.0,FRI-PLAT-033; EPIC-RUL core hooks complete,Core path implemented with deterministic state transitions and rollback safety.,Unit tests for state machine transitions and failure paths.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,Runtime regressions under concurrency.,Feature flags + dark launch before default enable.,2026-Q2,Planned
FRI-PLAT-035,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-2 Runtime Hardening (Weeks 5-8),Platform,UI and Operator Controls,Failure Taxonomy and Retry Engine — UI and Operator Controls,Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting",Add operator-facing controls and views with beginner-friendly defaults and safe guardrails.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",Frontend Engineer (UX),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-034,UI flow complete; unsupported actions hidden; inline help + defaults provided.,Component tests + accessibility smoke + UX script validation.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,UI exposes unsafe operations.,Capability gating and policy-based button states.,2026-Q2,Planned
FRI-PLAT-036,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-3 Governance (Weeks 9-12),Platform,Security and Permission Model,Failure Taxonomy and Retry Engine — Security and Permission Model,Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting","Implement permission boundaries, secret handling, and policy enforcement for this stream.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",Security Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-035,Least-privilege model enforced; denied operations are explicit and audited.,RBAC matrix tests + penetration checklist + negative tests.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,Privilege escalation or data leakage.,Deny-by-default policy and scoped credentials.,2026-Q2,Planned
FRI-PLAT-037,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-3 Governance (Weeks 9-12),Platform,"Migration, Backfill, and Compatibility","Failure Taxonomy and Retry Engine — Migration, Backfill, and Compatibility",Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting","Deliver migration scripts, data backfill logic, and compatibility window strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",Backend Engineer (Platform),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-036,Zero-loss migration dry run; rollback path documented and tested.,Migration chain tests + rollback simulation in staging.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,Data corruption during upgrade.,Transactional migration + checksums + backup gate.,2026-Q2,Planned
FRI-PLAT-038,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-4 Validation (Weeks 13-16),Platform,Automated Test Matrix,Failure Taxonomy and Retry Engine — Automated Test Matrix,Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting",Build comprehensive unit/integration/e2e suites for critical paths and edge cases.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",QA Automation Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,8,4.0,FRI-PLAT-037; EPIC-RUL core hooks complete,Coverage target met for critical modules; flaky test budget under threshold.,CI matrix green across macOS/Linux + sqlite snapshots.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,False confidence due to shallow tests.,Property tests and adversarial scenario suites.,2026-Q2,Planned
FRI-PLAT-039,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-5 Beta Rollout (Weeks 17-20),Platform,Beta Rollout and Telemetry,Failure Taxonomy and Retry Engine — Beta Rollout and Telemetry,Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting","Ship behind feature flag, collect telemetry, and run controlled beta with acceptance gates.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",DevOps/SRE Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-038,Beta metrics dashboard active; SLO and error budget monitored daily.,Synthetic probes + canary tests + weekly beta triage log.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,Silent production failures.,Canary rollout + automatic rollback thresholds.,2026-Q2,Planned
FRI-PLAT-040,EPIC-RET,RET,Failure Taxonomy and Retry Engine,Phase-6 Launch Readiness (Weeks 21-24),Platform,Launch Runbook and Handover,Failure Taxonomy and Retry Engine — Launch Runbook and Handover,Classify failures and apply cost-aware retry trees automatically.,"failure classifier, retry policy DSL, retry cost accounting","Prepare production launch checklist, support playbooks, and ownership handover.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","failure taxonomy service, retry orchestrator, retry traces",Release Manager,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,3,1.5,FRI-PLAT-039,Runbook published; on-call training complete; launch gates automated.,Game-day simulation + incident drill + go/no-go checklist pass.,Auto-recovery rate > 60% for retryable failures; retry cost overhead < 25%; manual escalations reduced by 40%.,Operational unpreparedness at launch.,Runbook automation and escalation tree validation.,2026-Q2,Planned
FRI-PLAT-041,EPIC-PBK,PBK,Playbook Learning System,Phase-1 Foundations (Weeks 1-4),Platform,Product/Architecture Spec,Playbook Learning System — Product/Architecture Spec,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning",Define product and technical contract for this workstream with edge cases and out-of-scope boundaries.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Principal Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,3,1.5,none,"Architecture RFC, sequence diagrams, explicit NFRs approved.",Design review checklist passed; architecture doc lint + peer review complete.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Architecture drift after implementation.,Weekly design-review gate + ADR updates.,2026-Q3,Planned
FRI-PLAT-042,EPIC-PBK,PBK,Playbook Learning System,Phase-1 Foundations (Weeks 1-4),Platform,Domain Model and Data Contract,Playbook Learning System — Domain Model and Data Contract,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning","Define canonical entities, schemas, and persistence layout with versioning strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Backend Engineer (Data),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-041,Schema package merged; migration plan approved; backward compatibility documented.,Schema contract tests and migration dry-run against snapshot DB.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Breaking schema evolution.,Introduce versioned schema and compatibility tests.,2026-Q3,Planned
FRI-PLAT-043,EPIC-PBK,PBK,Playbook Learning System,Phase-1 Foundations (Weeks 1-4),Platform,API and SDK Contract,Playbook Learning System — API and SDK Contract,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning",Define external/internal APIs and SDK methods including error model and idempotency keys.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Backend Engineer (API),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-042,OpenAPI/TS types generated; standardized error codes and retry hints present.,Contract tests and SDK compile checks pass in CI.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Inconsistent API behavior across modules.,Contract-first generation + shared validator middleware.,2026-Q3,Planned
FRI-PLAT-044,EPIC-PBK,PBK,Playbook Learning System,Phase-2 Runtime Hardening (Weeks 5-8),Platform,Core Runtime Implementation,Playbook Learning System — Core Runtime Implementation,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning",Build core runtime logic and integration with existing Friday modules.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Backend Engineer (Runtime),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,8,4.0,FRI-PLAT-043; EPIC-RUL core hooks complete,Core path implemented with deterministic state transitions and rollback safety.,Unit tests for state machine transitions and failure paths.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Runtime regressions under concurrency.,Feature flags + dark launch before default enable.,2026-Q3,Planned
FRI-PLAT-045,EPIC-PBK,PBK,Playbook Learning System,Phase-2 Runtime Hardening (Weeks 5-8),Platform,UI and Operator Controls,Playbook Learning System — UI and Operator Controls,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning",Add operator-facing controls and views with beginner-friendly defaults and safe guardrails.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Frontend Engineer (UX),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-044,UI flow complete; unsupported actions hidden; inline help + defaults provided.,Component tests + accessibility smoke + UX script validation.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,UI exposes unsafe operations.,Capability gating and policy-based button states.,2026-Q3,Planned
FRI-PLAT-046,EPIC-PBK,PBK,Playbook Learning System,Phase-3 Governance (Weeks 9-12),Platform,Security and Permission Model,Playbook Learning System — Security and Permission Model,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning","Implement permission boundaries, secret handling, and policy enforcement for this stream.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Security Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-045,Least-privilege model enforced; denied operations are explicit and audited.,RBAC matrix tests + penetration checklist + negative tests.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Privilege escalation or data leakage.,Deny-by-default policy and scoped credentials.,2026-Q3,Planned
FRI-PLAT-047,EPIC-PBK,PBK,Playbook Learning System,Phase-3 Governance (Weeks 9-12),Platform,"Migration, Backfill, and Compatibility","Playbook Learning System — Migration, Backfill, and Compatibility",Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning","Deliver migration scripts, data backfill logic, and compatibility window strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Backend Engineer (Platform),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-046,Zero-loss migration dry run; rollback path documented and tested.,Migration chain tests + rollback simulation in staging.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Data corruption during upgrade.,Transactional migration + checksums + backup gate.,2026-Q3,Planned
FRI-PLAT-048,EPIC-PBK,PBK,Playbook Learning System,Phase-4 Validation (Weeks 13-16),Platform,Automated Test Matrix,Playbook Learning System — Automated Test Matrix,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning",Build comprehensive unit/integration/e2e suites for critical paths and edge cases.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",QA Automation Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,8,4.0,FRI-PLAT-047; EPIC-RUL core hooks complete,Coverage target met for critical modules; flaky test budget under threshold.,CI matrix green across macOS/Linux + sqlite snapshots.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,False confidence due to shallow tests.,Property tests and adversarial scenario suites.,2026-Q3,Planned
FRI-PLAT-049,EPIC-PBK,PBK,Playbook Learning System,Phase-5 Beta Rollout (Weeks 17-20),Platform,Beta Rollout and Telemetry,Playbook Learning System — Beta Rollout and Telemetry,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning","Ship behind feature flag, collect telemetry, and run controlled beta with acceptance gates.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",DevOps/SRE Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-048,Beta metrics dashboard active; SLO and error budget monitored daily.,Synthetic probes + canary tests + weekly beta triage log.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Silent production failures.,Canary rollout + automatic rollback thresholds.,2026-Q3,Planned
FRI-PLAT-050,EPIC-PBK,PBK,Playbook Learning System,Phase-6 Launch Readiness (Weeks 21-24),Platform,Launch Runbook and Handover,Playbook Learning System — Launch Runbook and Handover,Convert successful runs into reusable playbooks with score-based selection.,"candidate generation, promotion rules, score model, versioning","Prepare production launch checklist, support playbooks, and ownership handover.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","playbook store, promoter job, selector service",Release Manager,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,3,1.5,FRI-PLAT-049,Runbook published; on-call training complete; launch gates automated.,Game-day simulation + incident drill + go/no-go checklist pass.,Playbook reuse hit rate > 35%; success lift vs no-playbook > 20%; bad promotion rollback < 1%.,Operational unpreparedness at launch.,Runbook automation and escalation tree validation.,2026-Q3,Planned
FRI-PLAT-051,EPIC-PKG,PKG,Agent Package and Publishing,Phase-1 Foundations (Weeks 1-4),Platform,Product/Architecture Spec,Agent Package and Publishing — Product/Architecture Spec,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle",Define product and technical contract for this workstream with edge cases and out-of-scope boundaries.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Principal Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,3,1.5,none,"Architecture RFC, sequence diagrams, explicit NFRs approved.",Design review checklist passed; architecture doc lint + peer review complete.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Architecture drift after implementation.,Weekly design-review gate + ADR updates.,2026-Q3,Planned
FRI-PLAT-052,EPIC-PKG,PKG,Agent Package and Publishing,Phase-1 Foundations (Weeks 1-4),Platform,Domain Model and Data Contract,Agent Package and Publishing — Domain Model and Data Contract,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle","Define canonical entities, schemas, and persistence layout with versioning strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Backend Engineer (Data),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-051,Schema package merged; migration plan approved; backward compatibility documented.,Schema contract tests and migration dry-run against snapshot DB.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Breaking schema evolution.,Introduce versioned schema and compatibility tests.,2026-Q3,Planned
FRI-PLAT-053,EPIC-PKG,PKG,Agent Package and Publishing,Phase-1 Foundations (Weeks 1-4),Platform,API and SDK Contract,Agent Package and Publishing — API and SDK Contract,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle",Define external/internal APIs and SDK methods including error model and idempotency keys.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Backend Engineer (API),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-052,OpenAPI/TS types generated; standardized error codes and retry hints present.,Contract tests and SDK compile checks pass in CI.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Inconsistent API behavior across modules.,Contract-first generation + shared validator middleware.,2026-Q3,Planned
FRI-PLAT-054,EPIC-PKG,PKG,Agent Package and Publishing,Phase-2 Runtime Hardening (Weeks 5-8),Platform,Core Runtime Implementation,Agent Package and Publishing — Core Runtime Implementation,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle",Build core runtime logic and integration with existing Friday modules.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Backend Engineer (Runtime),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,8,4.0,FRI-PLAT-053; EPIC-SEC tenant isolation complete,Core path implemented with deterministic state transitions and rollback safety.,Unit tests for state machine transitions and failure paths.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Runtime regressions under concurrency.,Feature flags + dark launch before default enable.,2026-Q3,Planned
FRI-PLAT-055,EPIC-PKG,PKG,Agent Package and Publishing,Phase-2 Runtime Hardening (Weeks 5-8),Platform,UI and Operator Controls,Agent Package and Publishing — UI and Operator Controls,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle",Add operator-facing controls and views with beginner-friendly defaults and safe guardrails.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Frontend Engineer (UX),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-054,UI flow complete; unsupported actions hidden; inline help + defaults provided.,Component tests + accessibility smoke + UX script validation.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,UI exposes unsafe operations.,Capability gating and policy-based button states.,2026-Q3,Planned
FRI-PLAT-056,EPIC-PKG,PKG,Agent Package and Publishing,Phase-3 Governance (Weeks 9-12),Platform,Security and Permission Model,Agent Package and Publishing — Security and Permission Model,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle","Implement permission boundaries, secret handling, and policy enforcement for this stream.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Security Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-055,Least-privilege model enforced; denied operations are explicit and audited.,RBAC matrix tests + penetration checklist + negative tests.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Privilege escalation or data leakage.,Deny-by-default policy and scoped credentials.,2026-Q3,Planned
FRI-PLAT-057,EPIC-PKG,PKG,Agent Package and Publishing,Phase-3 Governance (Weeks 9-12),Platform,"Migration, Backfill, and Compatibility","Agent Package and Publishing — Migration, Backfill, and Compatibility","Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle","Deliver migration scripts, data backfill logic, and compatibility window strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Backend Engineer (Platform),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-056,Zero-loss migration dry run; rollback path documented and tested.,Migration chain tests + rollback simulation in staging.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Data corruption during upgrade.,Transactional migration + checksums + backup gate.,2026-Q3,Planned
FRI-PLAT-058,EPIC-PKG,PKG,Agent Package and Publishing,Phase-4 Validation (Weeks 13-16),Platform,Automated Test Matrix,Agent Package and Publishing — Automated Test Matrix,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle",Build comprehensive unit/integration/e2e suites for critical paths and edge cases.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",QA Automation Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,8,4.0,FRI-PLAT-057,Coverage target met for critical modules; flaky test budget under threshold.,CI matrix green across macOS/Linux + sqlite snapshots.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,False confidence due to shallow tests.,Property tests and adversarial scenario suites.,2026-Q3,Planned
FRI-PLAT-059,EPIC-PKG,PKG,Agent Package and Publishing,Phase-5 Beta Rollout (Weeks 17-20),Platform,Beta Rollout and Telemetry,Agent Package and Publishing — Beta Rollout and Telemetry,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle","Ship behind feature flag, collect telemetry, and run controlled beta with acceptance gates.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",DevOps/SRE Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-058; EPIC-SEC tenant isolation complete,Beta metrics dashboard active; SLO and error budget monitored daily.,Synthetic probes + canary tests + weekly beta triage log.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Silent production failures.,Canary rollout + automatic rollback thresholds.,2026-Q3,Planned
FRI-PLAT-060,EPIC-PKG,PKG,Agent Package and Publishing,Phase-6 Launch Readiness (Weeks 21-24),Platform,Launch Runbook and Handover,Agent Package and Publishing — Launch Runbook and Handover,"Package agent capabilities as signed, versioned, publishable units.","manifest spec, package build, signature, install/upgrade lifecycle","Prepare production launch checklist, support playbooks, and ownership handover.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","agent package format, package CLI/API, integrity verifier",Release Manager,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,3,1.5,FRI-PLAT-059,Runbook published; on-call training complete; launch gates automated.,Game-day simulation + incident drill + go/no-go checklist pass.,Package install success > 99%; signature verification coverage 100%; rollback success > 99%.,Operational unpreparedness at launch.,Runbook automation and escalation tree validation.,2026-Q3,Planned
FRI-PLAT-061,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-1 Foundations (Weeks 1-4),Platform,Product/Architecture Spec,Multi-Tenant Security and Permissions — Product/Architecture Spec,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions",Define product and technical contract for this workstream with edge cases and out-of-scope boundaries.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Principal Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,3,1.5,none,"Architecture RFC, sequence diagrams, explicit NFRs approved.",Design review checklist passed; architecture doc lint + peer review complete.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Architecture drift after implementation.,Weekly design-review gate + ADR updates.,2026-Q3,Planned
FRI-PLAT-062,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-1 Foundations (Weeks 1-4),Platform,Domain Model and Data Contract,Multi-Tenant Security and Permissions — Domain Model and Data Contract,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions","Define canonical entities, schemas, and persistence layout with versioning strategy.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Backend Engineer (Data),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-061,Schema package merged; migration plan approved; backward compatibility documented.,Schema contract tests and migration dry-run against snapshot DB.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Breaking schema evolution.,Introduce versioned schema and compatibility tests.,2026-Q3,Planned
FRI-PLAT-063,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-1 Foundations (Weeks 1-4),Platform,API and SDK Contract,Multi-Tenant Security and Permissions — API and SDK Contract,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions",Define external/internal APIs and SDK methods including error model and idempotency keys.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Backend Engineer (API),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-062,OpenAPI/TS types generated; standardized error codes and retry hints present.,Contract tests and SDK compile checks pass in CI.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Inconsistent API behavior across modules.,Contract-first generation + shared validator middleware.,2026-Q3,Planned
FRI-PLAT-064,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-2 Runtime Hardening (Weeks 5-8),Platform,Core Runtime Implementation,Multi-Tenant Security and Permissions — Core Runtime Implementation,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions",Build core runtime logic and integration with existing Friday modules.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Backend Engineer (Runtime),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,8,4.0,FRI-PLAT-063,Core path implemented with deterministic state transitions and rollback safety.,Unit tests for state machine transitions and failure paths.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Runtime regressions under concurrency.,Feature flags + dark launch before default enable.,2026-Q3,Planned
FRI-PLAT-065,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-2 Runtime Hardening (Weeks 5-8),Platform,UI and Operator Controls,Multi-Tenant Security and Permissions — UI and Operator Controls,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions",Add operator-facing controls and views with beginner-friendly defaults and safe guardrails.,"Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Frontend Engineer (UX),Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P1,5,2.5,FRI-PLAT-064,UI flow complete; unsupported actions hidden; inline help + defaults provided.,Component tests + accessibility smoke + UX script validation.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,UI exposes unsafe operations.,Capability gating and policy-based button states.,2026-Q3,Planned
FRI-PLAT-066,EPIC-SEC,SEC,Multi-Tenant Security and Permissions,Phase-3 Governance (Weeks 9-12),Platform,Security and Permission Model,Multi-Tenant Security and Permissions — Security and Permission Model,Guarantee workspace isolation and least-privilege execution.,"tenant/workspace model, secret scoping, policy-based permissions","Implement permission boundaries, secret handling, and policy enforcement for this stream.","Current Friday codebase, existing API/runtime contracts, platform vision constraints.","tenant RBAC model, scoped credential store, policy enforcement",Security Engineer,Product Manager; QA Engineer; Security Engineer; DevOps Engineer,P0,5,2.5,FRI-PLAT-065,Least-privilege model enforced; denied operations are explicit and audited.,RBAC matrix tests + penetration checklist + negative tests.,Cross-tenant access violations = 0; secret exposure incidents = 0; permission-denied audit coverage 100%.,Privilege escalation or data leakage.,Deny-by-default policy and scoped credentials.,2026-Q3,Planned
